content_groups,title,watchers_prev_mtd,watchers_this_mtd,plays_prev_mtd,plays_this_mtd,duration_prev_mtd,duration_this_mtd,rn1,rn2
Sports,Highlights Bali United Vs Timnas U-23,1,1731,1,1782,2.25,2077.75,64,8138
Sports,Dhuar!! Serangan Bertubi-Tubi PSIM Masih Bisa Diselamatkan Nadeo-Timnas U23 | TIMNAS MATCH DAY ,1,1288,1,1460,0,1463.75,69,8139
Sports,Full Match - Indonesia vs Philppine | Merlion Cup 2019,1,803,1,899,0.25,1673.5,99,8140
Sports,Love Story The Series ,0,64421,0,115473,0,1067784.2,3,15742
Sports,Mini Match - Timnas U23 (3) vs (1) Bali United  | Timnas U23 Match Day,0,15643,0,18968,0,96420.75,9,15743
Sports,"Timnas U23 Match Day! Sepak Bola Indonesia Kembali Bergelora, Nantikan Tanggal 3 & 5 Maret 2021!",0,14659,0,20317,0,5976.2666666666664,10,15744
Sports,Goal Highlight - Timnas U23 (2) vs (0) Tira Persikabo | Timnas U23 Match Day,0,12910,0,14595,0,22631.75,11,15745
Sports,Highlight - Atalanta vs Real Madrid I UEFA Champions League 2020/2021,0,10742,0,11810,0,27202.5,12,15746
Sports,Highlight - Barcelona vs PSG I UEFA Champions League 2020/2021,0,10736,0,12145,0,32187.75,13,15747
Sports,Highlight - Monchengladbach vs Manchester City I UEFA Champions League 2020/2021,0,10646,0,11744,0,29671.5,14,15748
Sports,Sepak Bola is Back! Tonton Pertandingan Timnas U-23 vs Tira Persikabo - 3 Maret 2021,0,9820,0,12605,0,5090,15,15749
Sports,Full Match - Timnas U23 (2) vs (0) Tira Persikabo | Timnas U23 Match Day,0,9740,0,12959,0,128492.5,16,15750
Sports,Highlight - Porto vs Juventus I UEFA Champions League 2020/2021,0,9231,0,10327,0,24583.25,17,15751
Sports,Full Match - Timnas U23 (0) vs (0) Bali United | Timnas U23 Match Day,0,8756,0,12272,0,55723.75,18,15752
Sports,Mini Match - Timnas U23 (1) vs (0) Tira Persikabo | Timnas U23 Match Day,0,8174,0,10128,0,48303.75,19,15753
Sports,Match Highlights | Juventus 3 vs 0 Spezia | Serie A 2021,0,7731,0,9392,0,25823.5,20,15754
Sports,Highlight - Atletico Madrid vs Chelsea I UEFA Champions League 2020/2021,0,7709,0,8550,0,21681.5,21,15755
Sports,"Tim Kebanggaan Timnas U23 Akan Bertanding dengan Tira Persikabo & Bali United, Jangan Lewatkan!",0,6993,0,9073,0,2974.5,23,15756
Sports,Fox Sports March Moments,0,6736,0,9407,0,5470,24,15757
Sports,5 Fakta Jelang Atletico Madrid vs Real Madrid,0,6426,0,7793,0,2037.75,25,15758
Sports,Highlight - Lazio vs Bayern Muenchen I UEFA Champions League 2020/2021,0,5503,0,6102,0,20415.25,26,15759
Sports,Goal Highlights - Timnas U23 (3) vs (1) Bali United  | Timnas U23 Match Day,0,5078,0,5707,0,13491,27,15760
Sports,"Nonton di Rumah Pertandingan Paling Ditunggu! Timnas U-23 vs Bali United, Malam Ini! - 7/3/21",0,4826,0,5901,0,993.75,28,15761
Sports,Match Highlights | AS Roma 1 vs 2 AC Milan | Serie A 2021,0,4508,0,5082,0,16681.25,29,15762
Sports,"Milan vs Udinese - Kamis, 04 Maret 2021 | Serie A",0,4459,0,8191,0,2207,30,15763
Sports,Mini Match - Timnas U23 (2) vs (0) Tira Persikabo | Timnas U23 Match Day,0,4365,0,5242,0,24985.5,31,15764
Sports,Goal Highlight - Timnas U23 (3) vs (1) Bali United  | Timnas U23 Match Day,0,4282,0,4867,0,10235.75,32,15765
Sports,Highlight - Leipzig vs Liverpool I UEFA Champions League 2020/2021,0,4155,0,4733,0,15907.75,33,15766
Sports,Match Highlights | Sevilla 0 vs 2 Barcelona | La Liga Santander 2021,0,3909,0,4826,0,10797,35,15767
Sports,Match Highlight | AC Milan 0 vs 3 Inter Milan | Serie A 2021,0,3826,0,4539,0,11524.616666666667,36,15768
Sports,"Juventus vs Lazio - Minggu, 7 Maret 2021 | Serie A",0,3749,0,4031,0,4241,37,15769
Sports,"Inter vs Atalanta - Selasa, 9 Maret 2021 | Serie A",0,3492,0,3807,0,3369.5,38,15770
Sports,Highlight - Sevilla vs Dortmund I UEFA Champions League 2020/2021,0,3404,0,3785,0,11943.366666666667,39,15771
Sports,Yonex All England Open 2021 | Promo | BWF 2021,0,3347,0,13344,0,6355.5,41,15772
Sports,Timnas Match Day - Bali United vs Timnas U 23,0,3343,0,3824,0,16057.5,42,15773
Sports,"Parma vs Inter - Jumat, 05 Maret 2021 | Serie A",0,3326,0,3973,0,1279,43,15774
Sports,Match Highlights | Juventus 3 vs 1 Lazio | Serie A 2021,0,3170,0,3573,0,11158.333333333334,45,15775
Sports,Match Highlights | Atletico Madrid 1 vs 1 Real Madrid | La Liga Santander 2021,0,3137,0,3398,0,9433.75,46,15776
Sports,Yonex Swiss Open 2021 | Promo | BWF 2021,0,3090,0,4233,0,1848.25,48,15777
Sports,Match Highlights | Real Madrid 1 vs 1 Real Sociedad | La Liga Santander 2021,0,2898,0,3376,0,8399.5,49,15778
Sports,"Juventus vs Spezia - Rabu, 3 Maret 2021 | Serie A",0,2772,0,3538,0,1138,50,15779
Sports,GOOOLLL!!! Umpan Yudho (Timnas U23) Berhasil Di Tanduk Rafli (Timnas U23) Menambah Skor Timnas U23 2 Vs 0 Tira Persikabo | Timnas U23 Day,0,2720,0,2925,0,2219.25,52,15780
Sports,Match Highlights | Inter Milan 3 vs 0 Genoa I Serie A 2021,0,2421,0,2956,0,6881.4833333333336,54,15781
Sports,Mini Match - Atalanta vs Real Madrid I UEFA Champions League 2020/2021,0,2357,0,2769,0,11083.5,55,15782
Sports,"Verona vs AC Milan - Minggu, 7 Maret 2021 | Serie A",0,2290,0,2605,0,797.5,56,15783
Sports,5 Fakta Jelang Juventus vs Lazio,0,2206,0,2611,0,1223.75,57,15784
Sports,Match Highlights | Villarreal 0 vs 2 Atletico Madrid | La Liga Santander 2021,0,2165,0,2872,0,3624.75,58,15785
Sports,"GOOOLLLL!!!! Tendangan Manis Kadek Agung (U23) Merobek Gawang Tira Persikabo, Timnas U23 1 Vs 0 Tira Persikabo",0,2133,0,2363,0,1560.25,59,15786
Sports,"Jadwal Liga Inggris Pekan 27, Derbi Manchester City Vs Manchester United",0,1819,0,2330,0,809.75,61,15787
Sports,Match Highlights | Barcelona 2 vs 0 Osasuna | La Liga Santander 2021,0,1768,0,2008,0,5676.2333333333336,62,15788
Sports,Match Highlights | Verona 1 vs 1 Juventus | Serie A 2021,0,1761,0,2066,0,4820.75,63,15789
Sports,Match Highlights | Parma 1 vs 2 Inter Milan | Serie A 2021,0,1694,0,2003,0,6002.5,65,15790
Sports,Gooolll!!! Crossing Osvaldo Haay (Timnas U23) Di Tanduk  Hari Yudho (Timnas U23)!! Timnas U23 (1) Vs (0) Bali Utd | TIMNAS DAY,0,1417,0,1651,0,1128.25,66,15791
Sports,Match Highlight | Barcelona 3 vs 0 Elche | La Liga Santander 2021,0,1414,0,2215,0,7674,67,15792
Sports,"Osasuna vs Barcelona - Minggu, 7 Maret 2021 | La Liga Santander",0,1299,0,1622,0,296.25,68,15793
Sports,"Atletico vs Real Madrid - Minggu, 7 Maret 2021 | La Liga Santander",0,1234,0,1471,0,230.25,70,15794
Sports,Goal Highlights - Timnas U23 (2) vs (0) Tira Persikabo | Timnas U23 Match Day,0,1206,0,1347,0,2079,71,15795
Sports,"Roma vs Milan - Senin, 1 Maret 2021 | Serie A",0,1167,0,1269,0,1243.5,72,15796
Sports,Jebreeeett Gooolll!!! Tendangan Tanpa Pikir Panjang Lerby (Bali Utd) Mempertipis Ketinggalan!! TIMNAS U23 (3) - (1) BALI UTD | TIMNAS DAY,0,1162,0,1226,0,637,73,15797
Sports,Highlight - Arsenal vs Benfica I UEFA Europa League 2020/2021,0,1148,0,1322,0,4090.75,74,15798
Sports,Mini Match - Monchengladbach vs Manchester City I UEFA Champions League 2020/2021,0,1090,0,1207,0,4212.75,75,15799
Sports,Mini Match - Barcelona vs PSG I UEFA Champions League 2020/2021,0,1072,0,1285,0,7820.05,77,15800
Sports,Highlight - Man. United vs Real Sociedad I UEFA Europa League 2020/2021,0,1057,0,1169,0,2719.75,78,15801
Sports,"Highlights Babak I Timnas Indonesia Vs Tira Persikabo, Gol Indah Tercipta",0,1026,0,1120,0,2000.5,80,15802
Sports,Highlight - Roma vs Braga I UEFA Europa League 2020/2021,0,1005,0,1103,0,2897.25,81,15803
Sports,Bali United (0) vs (0) Indonesia U 23 - Full Highlight | Timnas Match Day,0,954,0,1048,0,2883.5,83,15804
Sports,UFC Fight Night: Edwards vs Muhammad,0,942,0,1010,0,474.75,84,15805
Sports,Mini Match - Man. United vs Real Sociedad I UEFA Europa League 2020/2021,0,924,0,1129,0,6745.75,85,15806
Sports,Match Highlights | AC Milan 1 vs 1 Udinese | Serie A 2021,0,915,0,1011,0,2747.75,86,15807
Sports,Highlight - Milan vs Crvena Zvezda I UEFA Europa League 2020/2021,0,901,0,1005,0,2947.5,87,15808
Sports,"Roma vs Genoa - Minggu, 7 Maret 2021 | Serie A",0,895,0,1021,0,346.5,88,15809
Sports,Saksikan Duel Seru Timnas U23 vs PSIM Yogyakarta - 2 Juni 2019 di Indosiar ,0,879,0,1009,0,387.75,90,15810
Sports,Barcelona vs Paris,0,867,0,1072,0,10679.25,91,15811
Sports,"Sassuolo vs Napoli - Kamis, 04 Maret 2021 | Serie A",0,860,0,986,0,434.5,92,15812
Sports,Mini Match - Atletico Madrid vs Chelsea I UEFA Champions League 2020/2021,0,850,0,1007,0,6774.25,93,15813
Sports,Bali United (0) vs (1) Timnas U-23 - Goal Highlights | Trofeo HB X Cup,0,849,0,902,0,554.75,94,15814
Sports,Mini Match - Lazio vs Bayern Muenchen I UEFA Champions League 2020/2021,0,842,0,996,0,4895.25,95,15815
Sports,Highlight - Tottenham vs Wolfsberger | UEFA Europa League 2020/2021,0,834,0,936,0,2630.5,96,15816
Sports,Goooolll!! Heading Bertubi Tubi Diselesaikan Koko (Timnas U23) Dan Tak Tertahan Barisan Pertahanan Bali Utd!! Timnas U23 (2) Vs (0) Bali Utd | TIMNAS DAY,0,832,0,995,0,609.75,97,15817
TV Contents,sctv,2088339,2110998,13278106,13946107,177427554.96666667,170160783.7,1,1
TV Contents,rcti,1939246,1688836,16300735,13378969,206614595.93333334,162347833.5,2,2
TV Contents,indosiar,959765,1664515,4229100,7348924,61264197.016666666,86937484.88333334,3,3
TV Contents,transtv,767205,724287,3236433,3134922,50720884,50330503.5,4,4
TV Contents,trans7,666304,664773,2664665,2663892,34925380.5,35541031.25,5,5
TV Contents,mnctv,623195,631111,3405851,3452728,34515241,33735769.5,6,6
TV Contents,Buku Harian Seorang Istri,572215,363659,3453101,1799993,34855459.033333331,17563189.216666665,8,7
TV Contents,globaltv,514498,532022,2245518,2324197,23589858.5,23198248.25,7,8
TV Contents,netmediatama,335675,351991,911104,920755,8882282.25,8498633.75,9,9
TV Contents,Dari Jendela SMP,306749,278859,2095293,1866626,22554795.216666665,18847068.75,10,10
TV Contents,Love Story The Series ,230924,245198,1521469,1354780,15483963.683333334,14200509.483333332,11,11
TV Contents,rtv,206720,212074,662555,681848,5689688.75,5652899.5,12,12
TV Contents,metrotv,202854,201219,767181,764922,12607594.75,11804329.75,14,13
TV Contents,kompastv,199284,175721,784550,697124,14507342.25,12066309.5,15,14
TV Contents,Samudra Cinta,140413,161485,1267256,1062456,15648339.616666667,13427423.683333334,16,15
TV Contents,Mega Series Suara Hati Istri,97315,208208,482706,1350539,7073328.15,18970763.416666668,13,16
TV Contents,beritasatu,94085,80638,227140,205876,2166930,2174836.25,19,17
TV Contents,inews_tv,92406,83294,347852,326108,4614086,4332152,18,18
TV Contents,tvriofficial,88605,56100,182908,127928,963248.25,889909.75,23,19
TV Contents,vidiopremier,84282,115297,585638,791069,7723519.5,10489101,17,20
TV Contents,Catatan Harianku,56859,49224,174686,172152,2889263.2333333334,2741051.8166666669,26,21
TV Contents,Kulepas dengan Ikhlas,55918,19355,88380,27953,1072487.15,285210.65,49,22
TV Contents,prambors,55546,64637,93400,109127,1641936.25,1984786,22,23
TV Contents,ajwatv,46776,41454,90490,77834,616697.75,575064.25,30,24
TV Contents,esportstainmentid,42529,50902,61094,70729,296534.25,179846.4,25,25
TV Contents,sports360,41716,40163,71781,60092,604579.75,280549.75,31,26
TV Contents,radioardan,41688,25933,58676,37581,268671.5,243948,40,27
TV Contents,jaktv.official,40641,38895,70200,64969,160958.5,162791.5,33,28
TV Contents,ochannel,40403,65272,65750,99303,164718.75,212828,21,29
TV Contents,Suara Hati Istri   ,34162,48114,121223,155964,2006153.5666666667,2537674.7333333334,28,30
TV Contents,Semarak Indosiar,32031,68745,78187,204617,1006552.8833333333,3462671.7666666666,20,31
TV Contents,Dari Jendela SMP (Extras),28075,35373,88945,105735,278111,395276.15,35,32
TV Contents,Bujang Alay Mengejar Warisan,26272,2762,37014,3577,683282.5,62979.75,304,34
TV Contents,Seblak Empire Hentikan Ledakan Cinta,25929,11328,41552,18720,785577.25,364612.15,82,35
TV Contents,makkah_tv,25862,29404,58087,61885,2244918,2329518.75,37,36
TV Contents,"Tersanjung For Evah, Dinikahin Boss Handsome ",24985,8162,39549,12613,894364.05,252988.2,115,37
TV Contents,3xtraOrdinary Meet & Greet,23532,42604,50178,89308,304868.11666666664,941421.81666666665,29,38
TV Contents,vidioproject,23222,22878,31418,29734,78718.75,63217.25,43,39
TV Contents,elshintaradio,20576,20146,29869,29348,97625.25,86086.25,48,40
TV Contents,Cinta Buta,19897,9879,53876,42426,842198.16666666663,751827.28333333333,99,41
TV Contents,Ganteng Ganteng Serigala,19107,21672,214139,265887,2902367.25,3576366.5166666666,45,42
TV Contents,Orang Kaya Baru Jadi Calon Bini,18952,10714,24598,14152,301755,210327.33333333334,89,43
TV Contents,Dari Jendela SMP (Wulan & Joko),18881,14287,33674,21261,46045.416666666664,36454.73333333333,68,44
TV Contents,Anak Langit,18529,14872,128758,133629,1814849.25,1932970.5,64,46
TV Contents,Heart Series,16898,17013,42135,44354,510422,519854.5,56,48
TV Contents,Suara Hati Masayu Annastasia,16830,26227,34660,46076,261151.83333333334,392543.95,39,49
TV Contents,Rebutan Cinta Sekretaris Metal,16354,2753,22251,3583,367774,59399.75,306,51
TV Contents,Cinta Nikita,16047,8465,56257,29789,836645.23333333328,461648.86666666664,111,52
TV Contents,Samudra Cinta (Extras),15127,17413,63775,67477,201836.86666666667,175523,54,55
TV Contents,Anak Band,14931,10125,123526,92334,1571863.0333333334,1108755.1833333333,97,56
TV Contents,tv_edukasi,14678,14513,19773,19440,26361.75,25885,65,57
TV Contents,The Sultan,14623,15209,25386,27529,342276.28333333333,358100.86666666664,60,58
TV Contents,Kisah Nyata,14516,12991,34309,35965,550015.83333333337,557243.43333333335,73,59
TV Contents,deltafm,14415,12292,30576,25716,895137,940735.75,74,60
TV Contents,Kisah Cinta Anak Tiri,14132,10760,71539,59579,921711.03333333333,781188.25,88,61
TV Contents,Berkah Cinta,13451,8475,44875,30838,780637.25,533912.25,110,64
TV Contents,mytvchannel,13105,9331,20895,14710,21541.75,20476.5,103,65
TV Contents,Ganteng Ganteng Gombal,12737,1842,17109,2323,237607.9,27662.5,438,66
TV Contents,mgtradio,12677,14288,19104,21151,47675.25,74313.75,67,67
TV Contents,iradiofmjkt,12657,11695,27760,25313,514056,519111.5,78,68
TV Contents,Tukul Arwana One Man Show,12451,14929,31539,38199,630774.6,695740.23333333328,63,69
TV Contents,dw.english,12413,13646,19807,20782,92573.75,84693,70,70
TV Contents,gen987fm,12117,17342,20354,27488,321247.25,393050,55,71
TV Contents,daaitv,11723,8832,26345,17914,128265,192433.5,106,73
TV Contents,Wig Mu Alihkan Duniaku,11686,6406,18033,10217,185262.26666666666,107355.38333333333,133,74
TV Contents,Munduran Mas Gantengnya Kelewatan,11574,3542,17802,5656,341532.61666666664,103748.13333333333,238,75
TV Contents,nusantaratv,10913,9734,15810,12923,41886,30259.25,101,76
TV Contents,Cowok Gue Anak DWP (Dah Waktunya ke Penghulu),10127,4919,15095,7729,291683.28333333333,142946.6,175,78
TV Contents,Cinta Tapi Benci,9976,6427,36924,28228,495398.3,443481.65,132,80
TV Contents,Pintu Berkah ,9751,11547,24817,28427,376012.96666666667,419463.86666666664,80,83
TV Contents,LIDA 2020,9709,14328,59643,55641,749362.3666666667,647474.25,66,84
TV Contents,Dia Bukan Manusia,9493,14977,19580,24396,186860.25,147451.25,62,85
TV Contents,Get Married The Series 2,9470,4192,34130,21746,503932.75,345213.25,202,86
TV Contents,Selamanya Cinta - Catatan Harianku,9015,15605,13479,19732,202619.41666666666,214895.41666666666,58,92
TV Contents,Jatuh Cinta Pada Catatan Terakhir,8965,15460,14326,20162,271756,276642.7,59,93
TV Contents,Cinta Ketok Magic,8898,781,12633,1039,128167.25,19904.75,867,94
TV Contents,Cinderela Gadungan Gak Pake Sepatu Kaca,8786,2757,10777,3742,87698.166666666672,47699.73333333333,305,95
TV Contents,Suara Hati Istri Amanda Manopo,8711,5859,14443,10150,161100.83333333334,128754.95,155,96
TV Contents," Aku Deketin Kamu, Kamu Deketin Dia",8320,4919,14227,8527,290629.26666666666,180333.6,176,97
TV Contents,Pesan Dari Hati - Catatan Harianku,8221,2462,13361,4272,227356.75,77426.15,335,98
TV Contents,My Love From India,7710,10910,12270,16582,225341.35,258637.08333333334,85,102
TV Contents,Sayap Pelindungmu,7667,16569,34140,72498,531317.05,1049982.75,57,103
TV Contents,Samudra Cinta (Samudra & Cinta),7638,21191,18274,44203,34749.5,92841.066666666666,46,104
TV Contents,Dari Jendela SMP Musical Concert,5936,20413,14427,45372,207166.55,285785.36666666664,47,134
TV Contents,Indah Pada Waktunya,4732,10268,13118,20695,162658.05,222946.13333333333,93,153
TV Contents,Aku Hadiri Mantanku Menikah,4567,24945,7198,36093,136445.3,547921.65,41,160
TV Contents,Sinemania Mariposa,2800,30184,3104,34114,2451.5,25030.8,36,257
TV Contents,Suara Hati Istri - Aku Disakiti Saat Senang Maupun Susah,2387,13054,3268,16696,57367,187314.65,72,290
TV Contents,Ketika Hati Memilih Kembali Untuk Mencintai,2314,10830,3227,13283,53791,168992.75,87,303
TV Contents,Teacher I'm In Love,2002,10292,3227,12390,71861.183333333334,107798.73333333334,92,345
TV Contents,Istri Yang Disembunyikan,1191,27012,1533,38150,30225.5,286209.71666666667,38,544
TV Contents,Penjaga Hati,731,9989,1713,19201,22667.25,158634.5,98,764
TV Contents,DIA,680,11005,1463,15557,32704.5,203255.75,83,806
TV Contents,Pantang Pulang Sebelum Jadian ,600,11774,978,13869,17372.5,152301.5,77,867
TV Contents,musica,19,39298,26,51801,23.5,242910.5,32,8856
TV Contents,kapanlagi,6,11355,6,17020,4.25,88024.25,81,16530
TV Contents,Love Story The Series Extras,0,55074,0,110480,0,147957,24,59823
TV Contents,Buku Harian Seorang Istri Extras,0,49093,0,72156,0,110201.25,27,59824
TV Contents,poles_kepoinlesti,0,35927,0,61206,0,458471.5,34,59825
TV Contents,Audisi LIDA 2021 - 07/03/2021,0,23442,0,44642,0,835644.25,42,59826
TV Contents,Mega Series Suara Hati Istri - Episode 36,0,21846,0,35574,0,731324.16666666663,44,59827
TV Contents,Perfect Sister Bikin Kesel ,0,19208,0,31565,0,668463.96666666667,50,59828
TV Contents,Audisi LIDA 2021 - 06/03/2021,0,18542,0,34595,0,745108.25,51,59829
TV Contents,samaratv,0,18309,0,24140,0,292635,52,59830
TV Contents,Buku Harian Seorang Istri - 06 Maret 2021,0,18065,0,25593,0,443046.5,53,59831
TV Contents,Seru Seruan Bareng di Meet and Greet Sinetron SCTV All Stars - 6 Maret Pukul 16.00 WIB Livestream Vidio,0,15030,0,20374,0,5164,61,59832
TV Contents,Love Story The Series - 06 Maret 2021,0,13857,0,22421,0,333137.25,69,59833
TV Contents,Wow! Guru dan Murid Berujung Di Pelaminan,0,13377,0,20359,0,397756.4,71,59834
TV Contents,Dari Jendela SMP - 317 Part 1/2,0,12285,0,17555,0,220700.8,75,59835
TV Contents,Mega Series Suara Hati Istri - Episode 39,0,12261,0,31699,0,222307,76,59836
TV Contents,Aku Jadi Penghulu Temanku dan Mantan Pacarku,0,11657,0,14206,0,141429.83333333334,79,59837
TV Contents,vidiofirstlook,0,10919,0,14416,0,54891.75,84,59838
TV Contents,Boss Que Vs Cewek Ndeso,0,10883,0,15006,0,283968.75,86,59839
TV Contents,Dari Jendela SMP - Episode 317 | Part 2/2,0,10574,0,16192,0,160396.75,90,59840
TV Contents,Dari Jendela SMP - 06 Maret 2021,0,10489,0,14014,0,153631.25,91,59841
TV Contents,Ganteng Ganteng Gokil,0,10262,0,12724,0,131849.25,94,59842
TV Contents,Diet Ekstrim Bucin Sejati,0,10245,0,15387,0,290975.75,95,59843
TV Contents,Sebut Saja Si Kembang Desa,0,10148,0,14950,0,321207.25,96,59844
General Entertainment,Makan Teman Mantan Teman,19823,1575,29531,2340,420592.58333333331,21750.466666666667,67,2
General Entertainment,Kisah Islami,10827,6495,22727,13937,146141,73627.766666666663,12,4
General Entertainment,Penthouse,10350,1964,14195,2171,34808.35,1427.25,44,6
General Entertainment,Essential: Christie,8611,4916,9978,5769,14043.2,7358.1,15,7
General Entertainment,Kisah Legenda Putri,6217,2064,7886,2640,29691.666666666668,9358.4166666666661,42,9
General Entertainment,Tangisan Dalam Doa Aldebaran Meminta Andin Kembali,6073,1127,7687,1321,16678.5,2806,101,10
General Entertainment,The Last Princess,5935,718,6666,792,7349.75,844.9666666666667,187,11
General Entertainment,Airmata Kesedihan Aldebaran Diambang Perceraian dengan Andin,5765,555,7549,648,16978.25,1854.5,230,13
General Entertainment,dr. Boyke - Nonton Bokep,4858,5532,5208,5902,1803.25,2213,14,18
General Entertainment,Essential: Lesti Kejora,4548,4910,8263,8579,19630.383333333335,19036.116666666665,16,19
General Entertainment,Alpha and Omega,4008,4786,4822,5915,4473.25,6565,17,21
General Entertainment,The K2,3889,3062,6628,5162,81694.116666666669,74471.25,27,22
General Entertainment,Hot and Sweet,3754,3359,9535,8261,72328.25,62293.76666666667,23,23
General Entertainment,Ketika Raga dan Cinta Andin untuk Aldebaran Telah Rapuh,3699,1970,4836,2905,12201,7267.5,43,24
General Entertainment,Sweet 20,3526,887,4004,1007,5111.5,1158.0666666666666,141,27
General Entertainment,Andin dan Aldebaran Kesampingkan Ego Demi Kebahagiaan Reyna,3436,547,4323,661,14595.25,2368.5,235,28
General Entertainment,NOAH & Shakira Jasmine - 우리의 이야기 Urieui Iyagi (Semua Tentang Kita),3432,1018,3916,1189,6074.25,1975,120,29
General Entertainment,Gagal Nikah The Series,2986,1326,3681,1625,25136,11320,79,33
General Entertainment,Panglima Perang,2814,1185,5072,2204,31942.5,15467.5,95,34
General Entertainment,Gundala,2752,2586,3200,3265,4135.25,2549.25,33,35
General Entertainment,"Cinta, Kesedihan dan Air Mata Amanda Manopo di Ikatan Cinta",2226,1498,2547,1678,3428.25,1954.25,72,42
General Entertainment,5 CM,2197,1817,2708,2001,5783.25,2681.75,58,43
General Entertainment,Prilly Latuconsina Tak Menyangka Didoakan Berjodoh dengan Reza Rahadian,2170,1824,2609,2111,1462,1088,55,45
General Entertainment,Ketika Amanda Manopo dan Arya Saloka Menyatakan Cinta di Ikatan Cinta,2115,941,2914,1296,6073.5,2723.4833333333331,134,47
General Entertainment,Arya Saloka Galak Tapi Cinta ke Amanda Manopo di Ikatan Cinta,2093,870,3023,1286,6887,2867.2333333333331,143,49
General Entertainment,The Raid 2: Berandal,2087,1920,5187,2110,2847.25,667.5,49,50
General Entertainment,KOTAK – Jagalah Bumi (Official Music Video) (Theme Song from BoBoiBoy),2084,2832,2896,3887,3723.25,5121.25,30,51
General Entertainment,Aldebaran Berupaya dengan Hati Cinta Andin Kembali,2069,704,2579,877,6814.75,1866,191,52
General Entertainment,[ANTV] Operasi Cipta Kondisi di Polsek Tigaraksa,1907,981,2089,1075,1295.75,559.25,126,55
General Entertainment,Essential: D'MASIV,1887,1533,2632,2310,4658.5,4277.25,71,58
General Entertainment,Model Cantik Robohkan Rumah Tunangannya,1678,853,2067,1001,2054.75,1191.5,147,61
General Entertainment,American Pie,1616,2657,1832,2941,1401.25,2128.5333333333333,31,62
General Entertainment,Arya Saloka Dendam Jadi Cinta ke Amanda Manopo di Ikatan Cinta,1542,548,1857,651,2474.75,1045.25,234,64
General Entertainment,Posisi Sex Paling Gurih !,1533,976,1641,1088,1004.25,753.25,129,65
General Entertainment,Aku Jadi Penghulu Temanku dan Mantan Pacarku,1520,903,2058,1093,1670.25,666.5,138,67
General Entertainment,UNGU - Cinta Dalam Hati - Official Music Video with Lyric,1476,1077,1749,1316,3612.05,2558.25,109,68
General Entertainment,Headshot,1468,1236,1607,1335,1435.75,892.25,92,69
General Entertainment,OMG! Divyanka Tripathi Lagi Mabuk dalam Yeh Hai Mohabbatein,1438,717,1659,837,304.25,104,188,70
General Entertainment,The K2 Episode 1,1406,725,2061,986,17808.25,9445,181,72
General Entertainment,The Raid,1388,993,4408,1140,3221.5,340.25,125,74
General Entertainment,Wow! Guru dan Murid Berujung Di Pelaminan,1374,1788,1525,2026,1294.3,1387.8,59,75
General Entertainment,Aku Hadiri Mantanku Menikah,1338,2268,1528,3414,1398.5,3001.3166666666666,36,81
General Entertainment,Steel Rain: Summit,1324,642,1532,690,1277.25,806.25,208,82
General Entertainment,Nothing But Thirty,1313,791,1467,887,1408,2029.25,157,83
General Entertainment,Essential: Rossa,1287,1132,3077,3434,9415.5,21794.5,100,86
General Entertainment,berenang main mandi bola bee bee land naik odong-odong motor anak Perosotan Anak,1273,1018,1782,1451,3872.5,3400,121,87
General Entertainment,Essential: Wali,1265,1561,2420,3146,4994.75,8344.75,70,88
General Entertainment,BoBoiBoy The Movie OST: D'MASIV - Di Bawah Langit Yang Sama (Comic Lyric Video) ,1264,1323,1427,1548,1442.75,2039,80,89
General Entertainment,"TERSANJUNG, Nostalgia yang Dibalut Erat dengan Prahara Cinta! - Movie Review - MOVIE FREAK",1254,2159,1512,2509,884.25,1308.75,39,90
General Entertainment,"Terpaut Usia Cukup Jauh,  Begini Kedekatan Emiliano Cortizo dengan Sang Adik",1241,1247,1426,1403,732.5,817.25,91,91
General Entertainment,The Flu,1232,3229,1343,3507,1130,3033.5,26,92
General Entertainment,Pendekar Tongkat Emas,1220,1470,1358,1665,1559.75,1735,73,94
General Entertainment,7 Fakta Upin & Ipin,1219,1303,1625,1713,2598.25,2680,84,95
General Entertainment,Janda Kembang,1192,1083,1286,1159,1388,1261.5,108,97
General Entertainment,Ada Apa Dengan Cinta 2,1157,1150,2217,2085,67934,62830.25,97,98
General Entertainment,Tenggelamnya Kapal van der Wijck,1148,1055,1273,1201,1199.5,1131.3333333333333,113,99
General Entertainment,"Terlalu Posesif, Putusin Atau Bertahan",1120,1819,1314,2890,1179.95,3318.0666666666666,57,103
General Entertainment,bermain di Istana Balon Doraemon Odong odong Mainan Anak banyak teman Kids Pool Fun Baloon Castle,1024,1399,1493,2019,3057.25,4235,76,112
General Entertainment,Bokep di Gadget,998,1881,1067,2008,311.75,620.5,53,118
General Entertainment,Secretary,906,2112,996,2266,626.5,1361.25,41,128
General Entertainment,Posesif,896,1279,1153,1874,1006.25,1736,87,130
General Entertainment,Essential: Mahen,890,4216,1556,7595,4915.25,16423,19,132
General Entertainment,"Ikatan Cinta Dicintai Pemirsa, Ini Kata Amanda Manopo",887,1696,953,1829,1218.25,2215.25,62,133
General Entertainment,Indonesian Horror Story,784,1225,1122,1760,1178.25,1542.5,93,153
General Entertainment,Essential: Pasto,745,1949,2260,4099,5465.15,8884.75,46,158
